lon,lat,predicted_label_2019,predicted_label_2024,changed
113.6571,1.2419,Forest,Forest,False
113.154,1.2464,Forest,Forest,False
113.1945,1.2464,Forest,Forest,False
113.2034,1.2464,Forest,Forest,False
113.2618,1.2464,Forest,Forest,False
113.3921,1.2464,Forest,Forest,False
113.4325,1.2464,Forest,Forest,False
113.5493,1.2464,Forest,Forest,False
113.6032,1.2464,Forest,Forest,False
113.199,1.2509,Forest,Forest,False
113.2978,1.2509,Forest,Forest,False
113.3202,1.2509,Forest,Forest,False
113.3562,1.2509,Forest,Forest,False
113.3696,1.2509,Forest,Forest,False
113.3741,1.2509,Forest,Forest,False
113.5538,1.2509,Forest,Forest,False
113.6032,1.2509,Forest,Forest,False
113.6077,1.2509,Forest,Forest,False
113.1765,1.2554,Forest,Forest,False
113.2439,1.2554,Forest,Forest,False
113.2798,1.2554,Forest,Forest,False
113.2843,1.2554,Forest,Forest,False
113.3696,1.2554,Forest,Forest,False
113.4505,1.2554,Forest,Forest,False
113.4954,1.2554,Forest,Forest,False
113.5179,1.2554,Forest,Forest,False
113.1181,1.2599,Forest,Forest,False
113.154,1.2599,Forest,Forest,False
113.2708,1.2599,Forest,Forest,False
113.3023,1.2599,Forest,Forest,False
113.5448,1.2599,Forest,Forest,False
113.6257,1.2599,Forest,Forest,False
113.2618,1.2644,Forest,Forest,False
113.3517,1.2644,Forest,Forest,False
113.4101,1.2644,Forest,Forest,False
113.455,1.2644,Forest,Forest,False
113.5718,1.2644,Forest,Forest,False
113.5762,1.2644,Forest,Forest,False
113.5807,1.2644,Forest,Forest,False
113.6077,1.2644,Forest,Forest,False
113.2214,1.2689,Forest,Forest,False
113.4999,1.2689,Forest,Forest,False
113.5179,1.2689,Forest,Forest,False
113.3112,1.2734,Forest,Forest,False
113.3247,1.2734,Forest,Forest,False
113.3517,1.2734,Forest,Forest,False
113.3831,1.2734,Forest,Forest,False
113.455,1.2734,Forest,Forest,False
113.1855,1.2779,Forest,Forest,False
113.1945,1.2779,Forest,Forest,False
113.2978,1.2779,Forest,Forest,False
113.3202,1.2779,Forest,Forest,False
113.3651,1.2779,Forest,Forest,False
113.3876,1.2779,Forest,Forest,False
113.446,1.2779,Forest,Forest,False
113.464,1.2779,Forest,Forest,False
113.5134,1.2779,Forest,Forest,False
113.5942,1.2779,Forest,Forest,False
113.2394,1.2823,Forest,Forest,False
113.2529,1.2823,Forest,Forest,False
113.2933,1.2823,Forest,Forest,False
113.3068,1.2823,Forest,Forest,False
113.3741,1.2823,Forest,Forest,False
113.4011,1.2823,Forest,Forest,False
113.4056,1.2823,Forest,Forest,False
113.4146,1.2823,Forest,Forest,False
113.5313,1.2823,Forest,Forest,False
113.1136,1.2868,Forest,Forest,False
113.3157,1.2868,Forest,Forest,False
113.3202,1.2868,Forest,Forest,False
113.3607,1.2868,Forest,Forest,False
113.3651,1.2868,Forest,Forest,False
113.4011,1.2868,Forest,Forest,False
113.5044,1.2868,Forest,Forest,False
113.5987,1.2868,Forest,Forest,False
113.2349,1.2913,Forest,Forest,False
113.2394,1.2913,Forest,Forest,False
113.4595,1.2913,Forest,Forest,False
113.5089,1.2913,Forest,Forest,False
113.5179,1.2913,Forest,Forest,False
113.5448,1.2913,Forest,Forest,False
113.5628,1.2913,Forest,Forest,False
113.3831,1.2958,Forest,Forest,False
113.4505,1.2958,Forest,Forest,False
113.4684,1.2958,Forest,Forest,False
113.4774,1.2958,Shrubland/Agriculture,Forest,True
113.5538,1.2958,Forest,Forest,False
113.5987,1.2958,Forest,Forest,False
113.1091,1.3003,Forest,Forest,False
113.172,1.3003,Forest,Forest,False
113.2214,1.3003,Forest,Forest,False
113.2663,1.3003,Forest,Forest,False
113.2888,1.3003,Forest,Forest,False
113.3112,1.3003,Forest,Forest,False
113.4595,1.3003,Forest,Forest,False
113.5403,1.3003,Forest,Forest,False
113.1001,1.3048,Forest,Forest,False
113.2259,1.3048,Forest,Forest,False
113.3337,1.3048,Forest,Forest,False
113.3741,1.3048,Forest,Forest,False
113.4056,1.3048,Forest,Forest,False
113.446,1.3048,Forest,Forest,False
113.5134,1.3048,Forest,Forest,False
113.5358,1.3048,Forest,Forest,False
113.5583,1.3048,Forest,Forest,False
113.5762,1.3048,Forest,Forest,False
113.5987,1.3048,Forest,Forest,False
113.1046,1.3093,Forest,Forest,False
113.2394,1.3093,Forest,Forest,False
113.3472,1.3093,Forest,Forest,False
113.4864,1.3093,Forest,Forest,False
113.5044,1.3093,Forest,Forest,False
113.5852,1.3093,Forest,Forest,False
113.5897,1.3093,Forest,Forest,False
113.2034,1.3138,Forest,Forest,False
113.2079,1.3138,Forest,Forest,False
113.3157,1.3138,Forest,Forest,False
113.3427,1.3138,Forest,Forest,False
113.2798,1.3183,Forest,Forest,False
113.5044,1.3183,Forest,Forest,False
113.172,1.3228,Forest,Forest,False
113.2259,1.3228,Forest,Forest,False
113.3382,1.3228,Forest,Forest,False
113.3696,1.3228,Forest,Forest,False
113.4954,1.3228,Forest,Forest,False
113.1855,1.3273,Forest,Forest,False
113.2349,1.3273,Forest,Forest,False
113.2798,1.3273,Forest,Forest,False
113.3517,1.3273,Forest,Forest,False
113.5044,1.3273,Forest,Forest,False
113.2034,1.3318,Forest,Forest,False
113.2394,1.3318,Forest,Forest,False
113.2888,1.3318,Forest,Forest,False
113.4011,1.3318,Forest,Forest,False
113.4056,1.3318,Forest,Forest,False
113.5313,1.3318,Forest,Forest,False
113.5583,1.3318,Forest,Forest,False
113.1136,1.3362,Forest,Forest,False
113.1181,1.3362,Forest,Forest,False
113.1765,1.3362,Forest,Forest,False
113.2259,1.3362,Forest,Forest,False
113.2349,1.3362,Forest,Forest,False
113.3247,1.3362,Forest,Forest,False
113.3696,1.3362,Forest,Forest,False
113.5313,1.3362,Forest,Forest,False
113.1091,1.3407,Forest,Forest,False
113.1181,1.3407,Forest,Forest,False
113.2034,1.3407,Forest,Forest,False
113.3247,1.3407,Forest,Forest,False
113.3741,1.3407,Forest,Forest,False
113.1316,1.3452,Forest,Forest,False
113.1945,1.3452,Forest,Forest,False
113.3023,1.3497,Forest,Forest,False
113.3427,1.3497,Forest,Forest,False
113.1181,1.3542,Forest,Forest,False
113.2618,1.3542,Forest,Forest,False
113.3247,1.3542,Forest,Forest,False
113.3472,1.3542,Forest,Forest,False
113.3651,1.3542,Forest,Forest,False
113.1136,1.3587,Forest,Forest,False
113.154,1.3587,Forest,Forest,False
113.2529,1.3587,Forest,Forest,False
113.3337,1.3587,Forest,Forest,False
113.154,1.3632,Forest,Forest,False
113.2304,1.3632,Forest,Forest,False
113.2663,1.3632,Forest,Forest,False
113.1361,1.3677,Forest,Forest,False
113.163,1.3677,Forest,Forest,False
113.1675,1.3677,Forest,Forest,False
113.199,1.3677,Forest,Forest,False
113.2034,1.3677,Forest,Forest,False
113.2888,1.3677,Forest,Forest,False
113.3696,1.3677,Forest,Forest,False
113.1046,1.3722,Forest,Forest,False
113.2978,1.3722,Forest,Forest,False
113.1361,1.3767,Forest,Forest,False
113.1585,1.3767,Forest,Forest,False
113.19,1.3767,Forest,Forest,False
113.199,1.3767,Forest,Forest,False
113.2214,1.3767,Forest,Forest,False
113.2573,1.3767,Forest,Forest,False
113.3337,1.3767,Forest,Forest,False
113.1001,1.3812,Forest,Forest,False
113.1361,1.3812,Forest,Forest,False
113.1765,1.3812,Bare/Mining-like,Forest,True
113.2169,1.3812,Forest,Forest,False
113.2529,1.3812,Forest,Forest,False
113.1181,1.3857,Forest,Forest,False
113.1226,1.3857,Forest,Forest,False
113.154,1.3857,Forest,Forest,False
113.2079,1.3857,Forest,Forest,False
113.2124,1.3901,Forest,Forest,False
113.2618,1.3901,Forest,Forest,False
113.2843,1.3901,Forest,Forest,False
113.1136,1.3946,Forest,Forest,False
113.1855,1.3946,Bare/Mining-like,Forest,True
113.2708,1.3946,Forest,Forest,False
113.2798,1.3946,Forest,Forest,False
113.2843,1.3946,Forest,Forest,False
113.2978,1.3946,Forest,Forest,False
113.1136,1.3991,Forest,Forest,False
113.181,1.3991,Bare/Mining-like,Forest,True
113.2259,1.4081,Forest,Forest,False
113.1091,1.4351,Forest,Forest,False
113.1181,1.4351,Forest,Forest,False
113.1181,1.444,Forest,Forest,False
113.1271,1.444,Forest,Forest,False
113.1226,1.453,Forest,Forest,False
110.2749,0.9724,Forest,Forest,False
110.3064,0.9724,Forest,Forest,False
110.3738,0.9724,Forest,Forest,False
110.3962,0.9724,Forest,Forest,False
110.3378,0.9769,Forest,Forest,False
110.3693,0.9769,Forest,Forest,False
110.3738,0.9769,Forest,Forest,False
110.3872,0.9769,Forest,Forest,False
110.2974,0.9859,Forest,Shrubland/Agriculture,True
110.3558,0.9859,Forest,Shrubland/Agriculture,True
110.3693,0.9859,Forest,Forest,False
110.23,0.9904,Forest,Forest,False
110.248,0.9949,Forest,Forest,False
110.3199,0.9949,Forest,Forest,False
110.3738,0.9949,Forest,Forest,False
110.3917,0.9949,Forest,Forest,False
110.4052,0.9994,Forest,Forest,False
110.2435,1.0039,Forest,Shrubland/Agriculture,True
110.3962,1.0039,Forest,Forest,False
110.239,1.0084,Forest,Forest,False
110.266,1.0084,Forest,Shrubland/Agriculture,True
110.2839,1.0084,Forest,Forest,False
110.3288,1.0084,Forest,Forest,False
110.3827,1.0084,Forest,Forest,False
110.3288,1.0129,Forest,Forest,False
110.2255,1.0173,Forest,Forest,False
110.3064,1.0173,Shrubland/Agriculture,Forest,True
110.2435,1.0218,Forest,Forest,False
110.2704,1.0218,Forest,Forest,False
110.2345,1.0263,Shrubland/Agriculture,Forest,True
110.266,1.0263,Forest,Forest,False
110.2255,1.0308,Forest,Forest,False
110.2255,1.0398,Forest,Forest,False
110.248,1.0443,Forest,Forest,False
110.2704,1.0443,Forest,Forest,False
110.2749,1.0443,Forest,Forest,False
110.2704,1.0488,Forest,Forest,False
110.2525,1.0578,Forest,Forest,False
110.248,1.0667,Forest,Forest,False
110.266,1.0712,Forest,Forest,False
110.2749,1.0712,Forest,Forest,False
110.2345,1.0757,Forest,Forest,False
110.239,1.0757,Forest,Forest,False
110.257,1.0757,Forest,Forest,False
110.257,1.0847,Forest,Forest,False
110.2255,1.0982,Forest,Forest,False
110.2525,1.0982,Forest,Forest,False
110.2615,1.0982,Forest,Forest,False
110.23,1.1027,Forest,Forest,False
110.239,1.1072,Forest,Forest,False
113.702,0.9724,Forest,Forest,False
113.7469,0.9724,Forest,Forest,False
113.8008,0.9724,Forest,Forest,False
113.958,0.9724,Forest,Forest,False
113.9715,0.9724,Forest,Forest,False
114.0389,0.9724,Forest,Forest,False
114.0479,0.9724,Forest,Forest,False
114.1377,0.9724,Forest,Forest,False
114.241,0.9724,Forest,Forest,False
113.6975,0.9769,Forest,Forest,False
113.7065,0.9769,Forest,Forest,False
113.9221,0.9769,Forest,Forest,False
113.9266,0.9769,Forest,Forest,False
113.994,0.9769,Forest,Forest,False
114.0883,0.9769,Forest,Forest,False
114.1377,0.9769,Forest,Forest,False
113.7065,0.9814,Forest,Forest,False
113.7155,0.9814,Forest,Forest,False
113.7469,0.9814,Forest,Forest,False
113.8278,0.9814,Forest,Forest,False
113.8413,0.9814,Forest,Forest,False
113.8862,0.9814,Forest,Forest,False
113.8996,0.9814,Forest,Forest,False
113.985,0.9814,Forest,Forest,False
114.0029,0.9814,Forest,Forest,False
114.2141,0.9814,Forest,Forest,False
113.8727,0.9859,Forest,Forest,False
114.0613,0.9859,Forest,Forest,False
114.0748,0.9859,Forest,Forest,False
114.0793,0.9859,Forest,Forest,False
114.1602,0.9859,Forest,Shrubland/Agriculture,True
114.241,0.9859,Forest,Forest,False
113.7918,0.9904,Forest,Forest,False
113.8951,0.9904,Forest,Forest,False
113.9041,0.9904,Forest,Forest,False
113.9176,0.9904,Forest,Forest,False
113.9895,0.9904,Forest,Forest,False
114.0254,0.9904,Forest,Forest,False
114.0973,0.9904,Forest,Forest,False
114.1197,0.9904,Forest,Forest,False
114.1332,0.9904,Forest,Forest,False
113.6975,0.9949,Forest,Forest,False
113.8278,0.9949,Forest,Forest,False
113.8592,0.9949,Forest,Forest,False
113.9715,0.9949,Forest,Forest,False
114.0074,0.9949,Forest,Forest,False
114.0793,0.9949,Forest,Forest,False
114.1736,0.9949,Forest,Forest,False
114.2051,0.9949,Forest,Forest,False
113.702,0.9994,Forest,Forest,False
113.7065,0.9994,Forest,Forest,False
113.7649,0.9994,Forest,Forest,False
113.7739,0.9994,Forest,Forest,False
113.7829,0.9994,Forest,Forest,False
113.8053,0.9994,Forest,Forest,False
113.8233,0.9994,Forest,Forest,False
113.8323,0.9994,Forest,Forest,False
113.8817,0.9994,Forest,Forest,False
113.8862,0.9994,Forest,Forest,False
113.9086,0.9994,Forest,Forest,False
113.9895,0.9994,Forest,Forest,False
114.0299,0.9994,Forest,Forest,False
114.1152,0.9994,Forest,Forest,False
114.2096,0.9994,Forest,Forest,False
113.7514,1.0039,Forest,Forest,False
113.8413,1.0039,Forest,Forest,False
113.9805,1.0039,Forest,Forest,False
113.6885,1.0084,Forest,Forest,False
113.8008,1.0084,Forest,Forest,False
114.0524,1.0084,Forest,Forest,False
114.1063,1.0084,Forest,Forest,False
114.1916,1.0084,Forest,Forest,False
114.2365,1.0084,Forest,Forest,False
113.7379,1.0129,Forest,Forest,False
113.7469,1.0129,Forest,Forest,False
113.7694,1.0129,Forest,Forest,False
113.9221,1.0129,Forest,Forest,False
113.985,1.0129,Forest,Forest,False
114.1422,1.0129,Forest,Forest,False
114.241,1.0129,Forest,Forest,False
113.7379,1.0173,Forest,Forest,False
113.8053,1.0173,Forest,Forest,False
113.8817,1.0173,Forest,Forest,False
113.9401,1.0173,Forest,Forest,False
114.0074,1.0173,Forest,Forest,False
114.0119,1.0173,Forest,Forest,False
114.0254,1.0173,Forest,Forest,False
114.1512,1.0173,Forest,Forest,False
113.7379,1.0218,Forest,Forest,False
113.7649,1.0218,Forest,Forest,False
113.9311,1.0218,Forest,Forest,False
114.0074,1.0218,Forest,Forest,False
114.1557,1.0218,Forest,Forest,False
114.1646,1.0218,Forest,Forest,False
113.6885,1.0263,Forest,Forest,False
113.8413,1.0263,Forest,Forest,False
114.0344,1.0263,Forest,Forest,False
114.2455,1.0263,Forest,Forest,False
114.2141,1.0308,Forest,Forest,False
114.2275,1.0308,Forest,Forest,False
113.7335,1.0353,Forest,Forest,False
113.7874,1.0353,Forest,Forest,False
113.8817,1.0353,Forest,Forest,False
113.9446,1.0353,Forest,Forest,False
114.0299,1.0353,Forest,Forest,False
114.0748,1.0353,Forest,Forest,False
114.1646,1.0353,Forest,Forest,False
114.2096,1.0353,Forest,Forest,False
113.6796,1.0398,Forest,Forest,False
113.711,1.0398,Forest,Forest,False
113.7963,1.0398,Forest,Forest,False
113.8951,1.0398,Forest,Forest,False
113.9176,1.0398,Forest,Forest,False
113.9221,1.0398,Forest,Forest,False
113.9535,1.0398,Forest,Built-up,True
114.0029,1.0398,Forest,Forest,False
114.0344,1.0398,Forest,Forest,False
113.72,1.0443,Forest,Forest,False
113.7469,1.0443,Forest,Forest,False
113.8053,1.0443,Forest,Forest,False
113.8862,1.0443,Forest,Forest,False
113.9895,1.0443,Forest,Forest,False
114.0344,1.0443,Forest,Forest,False
114.0479,1.0443,Forest,Forest,False
114.1422,1.0443,Forest,Forest,False
114.1602,1.0443,Forest,Forest,False
114.2141,1.0443,Forest,Forest,False
114.223,1.0443,Forest,Forest,False
114.2275,1.0443,Forest,Forest,False
113.6796,1.0488,Forest,Forest,False
113.7784,1.0488,Forest,Forest,False
113.9086,1.0488,Forest,Forest,False
113.967,1.0488,Forest,Forest,False
114.1107,1.0488,Forest,Forest,False
114.2006,1.0488,Forest,Forest,False
114.2365,1.0488,Forest,Forest,False
114.2455,1.0488,Forest,Forest,False
113.6975,1.0533,Forest,Forest,False
113.8143,1.0533,Forest,Forest,False
113.8951,1.0533,Forest,Forest,False
113.9985,1.0533,Forest,Forest,False
114.0074,1.0533,Forest,Forest,False
114.1242,1.0533,Forest,Forest,False
114.1602,1.0533,Forest,Forest,False
114.223,1.0533,Forest,Forest,False
113.7649,1.0578,Forest,Forest,False
113.7963,1.0578,Forest,Forest,False
113.8772,1.0578,Forest,Forest,False
113.9805,1.0578,Forest,Forest,False
114.0568,1.0578,Forest,Forest,False
114.1332,1.0578,Forest,Forest,False
114.1691,1.0578,Forest,Forest,False
114.1826,1.0578,Forest,Forest,False
114.2365,1.0578,Forest,Forest,False
113.693,1.0623,Forest,Forest,False
113.967,1.0623,Forest,Forest,False
114.0254,1.0623,Forest,Forest,False
114.2051,1.0623,Forest,Forest,False
113.8592,1.0667,Forest,Forest,False
113.8637,1.0667,Forest,Forest,False
113.9266,1.0667,Forest,Forest,False
113.9625,1.0667,Forest,Forest,False
114.1467,1.0667,Forest,Forest,False
113.7918,1.0712,Forest,Forest,False
113.9176,1.0712,Forest,Forest,False
113.9266,1.0712,Forest,Forest,False
114.0434,1.0712,Forest,Forest,False
114.0479,1.0712,Forest,Forest,False
114.1197,1.0712,Forest,Forest,False
114.1602,1.0712,Forest,Forest,False
114.1781,1.0712,Forest,Forest,False
114.1826,1.0712,Forest,Forest,False
113.684,1.0757,Forest,Forest,False
113.7739,1.0757,Forest,Forest,False
113.7829,1.0757,Forest,Forest,False
113.7874,1.0757,Forest,Forest,False
113.8862,1.0757,Forest,Forest,False
113.9535,1.0757,Forest,Forest,False
113.9985,1.0757,Forest,Forest,False
114.0074,1.0757,Forest,Forest,False
113.7155,1.0802,Forest,Forest,False
113.7514,1.0802,Forest,Forest,False
113.8008,1.0802,Forest,Forest,False
113.9221,1.0802,Forest,Forest,False
113.9895,1.0802,Forest,Forest,False
113.994,1.0802,Forest,Forest,False
114.1422,1.0802,Forest,Forest,False
114.2006,1.0802,Forest,Forest,False
113.711,1.0847,Forest,Forest,False
113.7469,1.0847,Forest,Forest,False
113.8188,1.0847,Forest,Forest,False
113.8817,1.0847,Forest,Forest,False
113.9131,1.0847,Forest,Forest,False
114.0299,1.0847,Forest,Forest,False
114.0434,1.0847,Forest,Forest,False
114.223,1.0847,Forest,Forest,False
113.7918,1.0892,Forest,Forest,False
113.8278,1.0892,Forest,Forest,False
114.1197,1.0892,Forest,Forest,False
114.1736,1.0892,Forest,Forest,False
113.7829,1.0937,Forest,Forest,False
113.8278,1.0937,Forest,Forest,False
113.9131,1.0937,Forest,Forest,False
114.0164,1.0937,Forest,Forest,False
114.0434,1.0937,Forest,Forest,False
114.1377,1.0937,Forest,Forest,False
114.1736,1.0937,Forest,Forest,False
113.7335,1.0982,Forest,Forest,False
113.7424,1.0982,Forest,Forest,False
113.7784,1.0982,Forest,Forest,False
113.8143,1.0982,Forest,Forest,False
113.8413,1.0982,Forest,Forest,False
113.8457,1.0982,Forest,Forest,False
113.9985,1.0982,Forest,Forest,False
114.1826,1.0982,Forest,Forest,False
113.8323,1.1027,Forest,Forest,False
113.8682,1.1027,Forest,Forest,False
113.8817,1.1027,Forest,Forest,False
113.9266,1.1027,Forest,Forest,False
113.9356,1.1027,Forest,Forest,False
113.9985,1.1027,Forest,Forest,False
114.0119,1.1027,Forest,Forest,False
114.0883,1.1027,Forest,Forest,False
114.1152,1.1027,Forest,Forest,False
114.2365,1.1027,Forest,Forest,False
113.711,1.1072,Forest,Forest,False
113.72,1.1072,Forest,Forest,False
113.7245,1.1072,Forest,Forest,False
113.7784,1.1072,Forest,Forest,False
113.9176,1.1072,Forest,Forest,False
113.9401,1.1072,Forest,Forest,False
114.1152,1.1072,Forest,Forest,False
114.1332,1.1072,Forest,Forest,False
114.1512,1.1072,Forest,Forest,False
114.1916,1.1072,Forest,Forest,False
114.2141,1.1072,Forest,Forest,False
113.7245,1.1117,Forest,Forest,False
113.8053,1.1117,Forest,Forest,False
113.8323,1.1117,Forest,Forest,False
113.976,1.1117,Forest,Forest,False
114.0658,1.1117,Forest,Forest,False
114.0883,1.1117,Forest,Forest,False
114.1107,1.1117,Forest,Forest,False
114.1332,1.1117,Forest,Forest,False
113.9625,1.1162,Forest,Forest,False
114.1287,1.1162,Forest,Forest,False
114.1826,1.1162,Forest,Forest,False
114.1961,1.1162,Forest,Forest,False
113.6975,1.1206,Forest,Forest,False
113.7065,1.1206,Forest,Forest,False
113.7918,1.1206,Forest,Forest,False
113.8143,1.1206,Forest,Forest,False
113.976,1.1206,Forest,Forest,False
114.0254,1.1206,Forest,Forest,False
114.0299,1.1206,Forest,Forest,False
114.0613,1.1206,Forest,Forest,False
114.0703,1.1206,Forest,Forest,False
114.1467,1.1206,Forest,Forest,False
114.2141,1.1206,Forest,Forest,False
113.6796,1.1251,Forest,Forest,False
113.7379,1.1251,Forest,Forest,False
113.7514,1.1251,Forest,Forest,False
113.8368,1.1251,Forest,Forest,False
113.994,1.1251,Forest,Forest,False
113.7065,1.1296,Forest,Forest,False
113.7604,1.1296,Forest,Forest,False
113.7829,1.1296,Forest,Forest,False
113.8278,1.1296,Forest,Forest,False
113.8413,1.1296,Forest,Forest,False
113.9625,1.1296,Forest,Forest,False
114.0074,1.1296,Forest,Forest,False
114.0119,1.1296,Forest,Forest,False
114.1826,1.1296,Forest,Forest,False
114.1961,1.1296,Forest,Forest,False
114.223,1.1296,Forest,Forest,False
113.6975,1.1341,Forest,Forest,False
113.7963,1.1341,Forest,Forest,False
113.9311,1.1341,Forest,Forest,False
114.0883,1.1341,Forest,Forest,False
114.1916,1.1341,Forest,Forest,False
114.2365,1.1341,Forest,Forest,False
113.6751,1.1386,Forest,Forest,False
113.7559,1.1386,Forest,Forest,False
113.7604,1.1386,Forest,Forest,False
113.7739,1.1386,Forest,Forest,False
113.8951,1.1386,Forest,Forest,False
113.9266,1.1386,Forest,Forest,False
113.9401,1.1386,Forest,Forest,False
113.949,1.1386,Forest,Forest,False
113.9535,1.1386,Forest,Forest,False
114.0793,1.1386,Forest,Forest,False
114.1018,1.1386,Forest,Forest,False
114.2006,1.1386,Forest,Forest,False
114.223,1.1386,Forest,Forest,False
113.684,1.1431,Forest,Forest,False
113.693,1.1431,Forest,Forest,False
113.702,1.1431,Forest,Forest,False
113.7379,1.1431,Forest,Forest,False
113.7559,1.1431,Forest,Forest,False
113.7694,1.1431,Forest,Forest,False
113.7784,1.1431,Forest,Forest,False
113.8368,1.1431,Forest,Forest,False
113.8951,1.1431,Forest,Forest,False
114.1107,1.1431,Forest,Forest,False
114.1242,1.1431,Forest,Forest,False
114.2365,1.1431,Forest,Forest,False
113.702,1.1476,Forest,Forest,False
113.711,1.1476,Forest,Forest,False
113.8233,1.1476,Forest,Forest,False
113.9086,1.1476,Forest,Forest,False
113.958,1.1476,Forest,Forest,False
113.985,1.1476,Forest,Forest,False
114.1242,1.1476,Forest,Forest,False
114.2455,1.1476,Forest,Forest,False
113.7335,1.1521,Forest,Forest,False
113.7379,1.1521,Forest,Forest,False
113.8053,1.1521,Forest,Forest,False
113.8233,1.1521,Forest,Forest,False
113.8278,1.1521,Forest,Forest,False
113.8996,1.1521,Forest,Forest,False
113.9311,1.1521,Forest,Forest,False
113.958,1.1521,Forest,Forest,False
114.1018,1.1521,Forest,Forest,False
114.1063,1.1521,Forest,Forest,False
114.1107,1.1521,Forest,Forest,False
114.241,1.1521,Forest,Forest,False
113.729,1.1566,Forest,Forest,False
113.7379,1.1566,Forest,Forest,False
113.7514,1.1566,Forest,Forest,False
113.8143,1.1566,Forest,Forest,False
113.8547,1.1566,Forest,Forest,False
114.0299,1.1566,Forest,Forest,False
114.0479,1.1566,Forest,Forest,False
114.223,1.1566,Forest,Forest,False
113.7065,1.1611,Forest,Forest,False
113.7155,1.1611,Forest,Forest,False
113.8413,1.1611,Forest,Forest,False
113.8547,1.1611,Forest,Forest,False
113.8727,1.1611,Forest,Forest,False
114.0344,1.1611,Forest,Forest,False
114.0883,1.1611,Forest,Forest,False
114.1063,1.1611,Forest,Forest,False
114.1332,1.1611,Forest,Forest,False
113.7424,1.1656,Forest,Forest,False
113.8457,1.1656,Forest,Forest,False
114.0119,1.1656,Forest,Forest,False
114.0254,1.1656,Forest,Forest,False
114.0344,1.1656,Forest,Forest,False
114.0524,1.1656,Forest,Forest,False
114.0613,1.1656,Forest,Forest,False
114.1107,1.1656,Forest,Forest,False
114.1197,1.1656,Forest,Forest,False
114.1781,1.1656,Forest,Forest,False
113.6885,1.1701,Forest,Forest,False
113.8053,1.1701,Forest,Forest,False
113.8457,1.1701,Forest,Forest,False
113.8817,1.1701,Forest,Forest,False
113.8907,1.1701,Forest,Forest,False
113.9131,1.1701,Forest,Forest,False
114.1467,1.1701,Forest,Forest,False
113.7245,1.1745,Forest,Forest,False
113.8323,1.1745,Forest,Forest,False
113.9086,1.1745,Forest,Forest,False
113.9311,1.1745,Forest,Forest,False
114.0703,1.1745,Forest,Forest,False
114.1467,1.1745,Forest,Shrubland/Agriculture,True
114.1602,1.1745,Forest,Forest,False
113.6751,1.179,Forest,Forest,False
113.6975,1.179,Forest,Forest,False
113.7918,1.179,Forest,Forest,False
113.8323,1.179,Forest,Forest,False
114.1018,1.179,Forest,Forest,False
114.1063,1.179,Forest,Forest,False
114.1557,1.179,Forest,Forest,False
113.7604,1.1835,Forest,Forest,False
113.8188,1.1835,Forest,Forest,False
113.8323,1.1835,Forest,Forest,False
113.8637,1.1835,Forest,Forest,False
113.8996,1.1835,Forest,Forest,False
113.958,1.1835,Forest,Forest,False
114.0389,1.1835,Forest,Forest,False
114.0928,1.1835,Forest,Forest,False
114.2051,1.1835,Forest,Forest,False
113.711,1.188,Forest,Forest,False
113.7469,1.188,Forest,Forest,False
113.9221,1.188,Forest,Forest,False
114.0389,1.188,Forest,Forest,False
114.0973,1.188,Forest,Forest,False
114.1332,1.188,Forest,Forest,False
114.1691,1.188,Forest,Forest,False
113.8502,1.1925,Forest,Forest,False
113.9176,1.1925,Forest,Forest,False
113.958,1.1925,Forest,Forest,False
113.7918,1.197,Forest,Forest,False
113.8188,1.197,Forest,Forest,False
113.8592,1.197,Forest,Forest,False
113.8727,1.197,Forest,Forest,False
113.9131,1.197,Forest,Forest,False
113.9266,1.197,Forest,Forest,False
113.958,1.197,Forest,Forest,False
113.9805,1.197,Forest,Forest,False
114.0254,1.197,Forest,Forest,False
114.2141,1.197,Forest,Forest,False
113.7335,1.2015,Forest,Forest,False
113.8323,1.2015,Forest,Forest,False
113.8727,1.2015,Forest,Forest,False
114.1602,1.2015,Forest,Forest,False
114.1961,1.2015,Forest,Forest,False
114.2275,1.2015,Forest,Forest,False
113.7604,1.206,Forest,Forest,False
113.7874,1.206,Forest,Forest,False
113.985,1.206,Forest,Forest,False
114.1557,1.206,Forest,Forest,False
114.2141,1.206,Forest,Forest,False
113.7559,1.2105,Forest,Forest,False
113.8233,1.2105,Forest,Forest,False
113.958,1.2105,Forest,Forest,False
113.9985,1.2105,Forest,Forest,False
114.0434,1.2105,Forest,Forest,False
114.1691,1.2105,Forest,Forest,False
113.8008,1.215,Forest,Forest,False
113.8143,1.215,Forest,Forest,False
113.8637,1.215,Forest,Forest,False
113.8996,1.215,Forest,Forest,False
113.949,1.215,Forest,Forest,False
113.9715,1.215,Forest,Forest,False
114.0074,1.215,Forest,Forest,False
114.0164,1.215,Forest,Forest,False
114.1332,1.215,Forest,Forest,False
114.1377,1.215,Forest,Forest,False
114.241,1.215,Forest,Forest,False
113.7379,1.2195,Forest,Forest,False
113.7874,1.2195,Forest,Forest,False
113.8413,1.2195,Forest,Forest,False
113.8772,1.2195,Forest,Forest,False
114.0164,1.2195,Forest,Forest,False
114.0793,1.2195,Forest,Forest,False
114.0928,1.2195,Forest,Forest,False
114.2051,1.2195,Forest,Forest,False
113.6796,1.224,Forest,Forest,False
113.7874,1.224,Forest,Forest,False
113.8143,1.224,Forest,Forest,False
