lon,lat,class_start,class_end,is_changed,transition_code,forest_loss,forest_gain,urbanization,mining_expansion
113.6167,-3.4922,4,4,0,4->4,0,0,0,0
113.6122,-3.4832,4,4,0,4->4,0,0,0,0
113.6077,-3.4742,3,4,1,3->4,0,0,0,0
113.6167,-3.4697,3,4,1,3->4,0,0,0,0
113.6212,-3.4697,3,4,1,3->4,0,0,0,0
113.6212,-3.4563,0,1,1,0->1,1,0,0,0
113.5583,-3.4473,4,4,0,4->4,0,0,0,0
113.5538,-3.4383,4,4,0,4->4,0,0,0,0
113.6257,-3.4383,0,1,1,0->1,1,0,0,0
113.6436,-3.4338,0,1,1,0->1,1,0,0,0
113.5673,-3.4293,3,4,1,3->4,0,0,0,0
113.6301,-3.4248,0,1,1,0->1,1,0,0,0
113.6436,-3.4248,0,1,1,0->1,1,0,0,0
113.5538,-3.4203,4,4,0,4->4,0,0,0,0
113.6346,-3.4114,0,0,0,0->0,0,0,0,0
113.5628,-3.4069,4,4,0,4->4,0,0,0,0
113.5628,-3.4024,3,4,1,3->4,0,0,0,0
113.6346,-3.3934,0,0,0,0->0,0,0,0,0
113.6167,-3.3709,0,4,1,0->4,1,0,0,0
113.5942,-3.3664,2,4,1,2->4,0,0,0,0
113.6346,-3.3664,0,0,0,0->0,0,0,0,0
113.6391,-3.3664,0,0,0,0->0,0,0,0,0
113.6167,-3.3619,3,4,1,3->4,0,0,0,0
113.6481,-3.3575,0,0,0,0->0,0,0,0,0
113.6122,-3.353,3,4,1,3->4,0,0,0,0
113.6571,-3.3485,0,1,1,0->1,1,0,0,0
113.3921,-3.344,4,3,1,4->3,0,0,0,1
113.6077,-3.344,2,4,1,2->4,0,0,0,0
113.6122,-3.344,3,4,1,3->4,0,0,0,0
113.6661,-3.344,1,1,0,1->1,0,0,0,0
113.6526,-3.3395,0,0,0,0->0,0,0,0,0
113.3831,-3.335,4,4,0,4->4,0,0,0,0
113.6571,-3.335,1,0,1,1->0,0,1,0,0
113.6032,-3.3305,3,4,1,3->4,0,0,0,0
113.6481,-3.326,0,0,0,0->0,0,0,0,0
113.6167,-3.3215,4,4,0,4->4,0,0,0,0
113.6706,-3.308,0,0,0,0->0,0,0,0,0
113.3876,-3.3036,4,3,1,4->3,0,0,0,1
113.3607,-3.2991,4,4,0,4->4,0,0,0,0
113.6122,-3.2991,4,4,0,4->4,0,0,0,0
113.6346,-3.2991,0,0,0,0->0,0,0,0,0
113.3068,-3.2946,4,4,0,4->4,0,0,0,0
113.3562,-3.2946,4,4,0,4->4,0,0,0,0
113.6032,-3.2946,4,4,0,4->4,0,0,0,0
113.6706,-3.2946,0,0,0,0->0,0,0,0,0
113.3157,-3.2901,4,4,0,4->4,0,0,0,0
113.3202,-3.2901,4,4,0,4->4,0,0,0,0
113.3292,-3.2901,4,4,0,4->4,0,0,0,0
113.3607,-3.2901,4,4,0,4->4,0,0,0,0
113.3562,-3.2856,4,4,0,4->4,0,0,0,0
113.6122,-3.2856,4,4,0,4->4,0,0,0,0
113.3023,-3.2811,4,4,0,4->4,0,0,0,0
113.3517,-3.2811,4,4,0,4->4,0,0,0,0
113.3921,-3.2811,0,0,0,0->0,0,0,0,0
113.6167,-3.2811,4,4,0,4->4,0,0,0,0
113.3247,-3.2766,4,4,0,4->4,0,0,0,0
113.6077,-3.2766,4,4,0,4->4,0,0,0,0
113.6346,-3.2721,0,0,0,0->0,0,0,0,0
113.6077,-3.2676,4,4,0,4->4,0,0,0,0
113.6301,-3.2676,1,4,1,1->4,0,0,0,0
113.6706,-3.2676,1,0,1,1->0,0,1,0,0
113.3831,-3.2631,0,0,0,0->0,0,0,0,0
113.6122,-3.2631,4,4,0,4->4,0,0,0,0
113.3337,-3.2586,1,1,0,1->1,0,0,0,0
113.3382,-3.2586,4,4,0,4->4,0,0,0,0
113.3876,-3.2586,0,0,0,0->0,0,0,0,0
113.3472,-3.2541,0,0,0,0->0,0,0,0,0
113.6571,-3.2541,0,0,0,0->0,0,0,0,0
113.6706,-3.2541,0,0,0,0->0,0,0,0,0
113.2978,-3.2497,4,4,0,4->4,0,0,0,0
113.3337,-3.2497,0,0,0,0->0,0,0,0,0
113.6301,-3.2497,0,0,0,0->0,0,0,0,0
113.6706,-3.2497,0,0,0,0->0,0,0,0,0
113.2618,-3.2452,4,4,0,4->4,0,0,0,0
113.3651,-3.2452,1,1,0,1->1,0,0,0,0
113.3651,-3.2407,1,0,1,1->0,0,1,0,0
113.3741,-3.2362,1,1,0,1->1,0,0,0,0
113.3876,-3.2362,0,0,0,0->0,0,0,0,0
113.4011,-3.2362,0,0,0,0->0,0,0,0,0
113.6571,-3.2362,1,1,0,1->1,0,0,0,0
113.3202,-3.2317,1,2,1,1->2,0,0,1,0
113.3517,-3.2317,1,1,0,1->1,0,0,0,0
113.4056,-3.2317,0,0,0,0->0,0,0,0,0
113.6122,-3.2317,4,4,0,4->4,0,0,0,0
113.6346,-3.2317,0,0,0,0->0,0,0,0,0
113.6706,-3.2317,1,0,1,1->0,0,1,0,0
113.2753,-3.2272,4,4,0,4->4,0,0,0,0
113.4146,-3.2272,1,0,1,1->0,0,1,0,0
113.6032,-3.2272,4,4,0,4->4,0,0,0,0
113.6706,-3.2272,1,0,1,1->0,0,1,0,0
113.3202,-3.2227,1,2,1,1->2,0,0,1,0
113.3696,-3.2227,1,1,0,1->1,0,0,0,0
113.446,-3.2227,4,4,0,4->4,0,0,0,0
113.2843,-3.2182,4,4,0,4->4,0,0,0,0
113.3202,-3.2182,1,2,1,1->2,0,0,1,0
113.6436,-3.2182,1,1,0,1->1,0,0,0,0
113.6481,-3.2182,1,1,0,1->1,0,0,0,0
113.3247,-3.2137,4,4,0,4->4,0,0,0,0
113.3741,-3.2137,1,2,1,1->2,0,0,1,0
113.437,-3.2137,1,1,0,1->1,0,0,0,0
113.3651,-3.2092,1,1,0,1->1,0,0,0,0
113.4146,-3.2092,1,0,1,1->0,0,1,0,0
113.6571,-3.2092,1,1,0,1->1,0,0,0,0
113.2529,-3.2047,4,4,0,4->4,0,0,0,0
113.3157,-3.2047,1,0,1,1->0,0,1,0,0
113.3427,-3.2047,1,2,1,1->2,0,0,1,0
113.3876,-3.2047,1,1,0,1->1,0,0,0,0
113.428,-3.2047,0,0,0,0->0,0,0,0,0
113.6346,-3.2047,1,0,1,1->0,0,1,0,0
113.6436,-3.2047,1,1,0,1->1,0,0,0,0
113.3157,-3.2002,1,1,0,1->1,0,0,0,0
113.4011,-3.2002,1,1,0,1->1,0,0,0,0
113.428,-3.2002,0,0,0,0->0,0,0,0,0
113.4325,-3.2002,0,0,0,0->0,0,0,0,0
113.2259,-3.1958,4,4,0,4->4,0,0,0,0
113.3202,-3.1958,4,4,0,4->4,0,0,0,0
113.4864,-3.1958,4,4,0,4->4,0,0,0,0
113.6077,-3.1958,3,4,1,3->4,0,0,0,0
113.6301,-3.1958,1,1,0,1->1,0,0,0,0
113.3921,-3.1913,1,1,0,1->1,0,0,0,0
113.428,-3.1913,0,0,0,0->0,0,0,0,0
113.4325,-3.1913,0,0,0,0->0,0,0,0,0
113.2888,-3.1868,1,1,0,1->1,0,0,0,0
113.419,-3.1868,1,0,1,1->0,0,1,0,0
113.5583,-3.1868,4,4,0,4->4,0,0,0,0
113.5942,-3.1868,4,4,0,4->4,0,0,0,0
113.6346,-3.1868,1,0,1,1->0,0,1,0,0
113.4101,-3.1823,1,1,0,1->1,0,0,0,0
113.4146,-3.1823,1,1,0,1->1,0,0,0,0
113.5089,-3.1823,4,4,0,4->4,0,0,0,0
113.5358,-3.1823,4,4,0,4->4,0,0,0,0
113.6301,-3.1823,1,1,0,1->1,0,0,0,0
113.6481,-3.1823,1,1,0,1->1,0,0,0,0
113.6526,-3.1823,1,1,0,1->1,0,0,0,0
113.6571,-3.1823,1,0,1,1->0,0,1,0,0
113.2304,-3.1778,4,4,0,4->4,0,0,0,0
113.2484,-3.1778,4,4,0,4->4,0,0,0,0
113.2708,-3.1778,0,1,1,0->1,1,0,0,0
113.3023,-3.1778,1,1,0,1->1,0,0,0,0
113.3696,-3.1778,1,1,0,1->1,0,0,0,0
113.437,-3.1778,0,0,0,0->0,0,0,0,0
113.5942,-3.1778,4,4,0,4->4,0,0,0,0
113.5987,-3.1778,3,4,1,3->4,0,0,0,0
113.6391,-3.1778,0,1,1,0->1,1,0,0,0
113.6481,-3.1778,1,1,0,1->1,0,0,0,0
113.2753,-3.1733,1,1,0,1->1,0,0,0,0
113.3247,-3.1733,1,1,0,1->1,0,0,0,0
113.4146,-3.1733,1,0,1,1->0,0,1,0,0
113.4235,-3.1733,1,1,0,1->1,0,0,0,0
113.5313,-3.1733,4,4,0,4->4,0,0,0,0
113.5718,-3.1733,4,4,0,4->4,0,0,0,0
113.2484,-3.1688,4,4,0,4->4,0,0,0,0
113.3292,-3.1688,1,1,0,1->1,0,0,0,0
113.3741,-3.1688,0,2,1,0->2,1,0,1,0
113.3876,-3.1688,1,2,1,1->2,0,0,1,0
113.4146,-3.1688,1,0,1,1->0,0,1,0,0
113.4819,-3.1688,0,0,0,0->0,0,0,0,0
113.4864,-3.1688,0,0,0,0->0,0,0,0,0
113.6616,-3.1688,1,0,1,1->0,0,1,0,0
113.2034,-3.1643,4,4,0,4->4,0,0,0,0
113.3112,-3.1643,1,1,0,1->1,0,0,0,0
113.3337,-3.1643,1,1,0,1->1,0,0,0,0
113.3517,-3.1643,1,1,0,1->1,0,0,0,0
113.3741,-3.1643,1,1,0,1->1,0,0,0,0
113.4146,-3.1643,1,1,0,1->1,0,0,0,0
113.6122,-3.1643,0,0,0,0->0,0,0,0,0
113.6301,-3.1643,1,1,0,1->1,0,0,0,0
113.2214,-3.1598,4,4,0,4->4,0,0,0,0
113.3517,-3.1598,1,1,0,1->1,0,0,0,0
113.3562,-3.1598,1,1,0,1->1,0,0,0,0
113.3876,-3.1598,1,1,0,1->1,0,0,0,0
113.419,-3.1598,1,1,0,1->1,0,0,0,0
113.428,-3.1598,1,0,1,1->0,0,1,0,0
113.5313,-3.1598,1,0,1,1->0,0,1,0,0
113.3876,-3.1553,1,0,1,1->0,0,1,0,0
113.6616,-3.1553,0,1,1,0->1,1,0,0,0
113.3966,-3.1508,1,1,0,1->1,0,0,0,0
113.5762,-3.1508,0,0,0,0->0,0,0,0,0
113.2214,-3.1463,4,4,0,4->4,0,0,0,0
113.3023,-3.1463,1,0,1,1->0,0,1,0,0
113.4056,-3.1463,1,1,0,1->1,0,0,0,0
113.455,-3.1463,1,0,1,1->0,0,1,0,0
113.5762,-3.1463,1,0,1,1->0,0,1,0,0
113.6032,-3.1463,0,0,0,0->0,0,0,0,0
113.6257,-3.1463,0,1,1,0->1,1,0,0,0
113.6661,-3.1463,1,0,1,1->0,0,1,0,0
113.2618,-3.1419,1,1,0,1->1,0,0,0,0
113.3023,-3.1419,1,1,0,1->1,0,0,0,0
113.446,-3.1419,1,0,1,1->0,0,1,0,0
113.4595,-3.1419,1,0,1,1->0,0,1,0,0
113.4729,-3.1419,0,1,1,0->1,1,0,0,0
113.4999,-3.1419,1,1,0,1->1,0,0,0,0
113.5134,-3.1419,1,1,0,1->1,0,0,0,0
113.5987,-3.1419,0,0,0,0->0,0,0,0,0
113.2484,-3.1374,1,0,1,1->0,0,1,0,0
113.3292,-3.1374,1,0,1,1->0,0,1,0,0
113.3966,-3.1374,0,0,0,0->0,0,0,0,0
113.4729,-3.1374,0,1,1,0->1,1,0,0,0
113.5268,-3.1374,1,1,0,1->1,0,0,0,0
113.5807,-3.1374,1,0,1,1->0,0,1,0,0
113.5897,-3.1374,0,0,0,0->0,0,0,0,0
113.163,-3.1329,4,4,0,4->4,0,0,0,0
113.172,-3.1329,4,4,0,4->4,0,0,0,0
113.1855,-3.1329,4,4,0,4->4,0,0,0,0
113.2034,-3.1329,4,4,0,4->4,0,0,0,0
113.2573,-3.1329,1,0,1,1->0,0,1,0,0
113.3741,-3.1329,1,1,0,1->1,0,0,0,0
113.3921,-3.1329,0,1,1,0->1,1,0,0,0
113.5313,-3.1329,1,0,1,1->0,0,1,0,0
113.2394,-3.1284,1,0,1,1->0,0,1,0,0
113.2753,-3.1284,1,1,0,1->1,0,0,0,0
113.3831,-3.1284,1,1,0,1->1,0,0,0,0
113.4729,-3.1284,1,0,1,1->0,0,1,0,0
113.4909,-3.1284,0,0,0,0->0,0,0,0,0
113.5268,-3.1284,1,0,1,1->0,0,1,0,0
113.5942,-3.1284,0,0,0,0->0,0,0,0,0
113.6167,-3.1284,0,0,0,0->0,0,0,0,0
113.19,-3.1239,4,4,0,4->4,0,0,0,0
113.1945,-3.1239,4,4,0,4->4,0,0,0,0
113.2079,-3.1239,1,1,0,1->1,0,0,0,0
113.2843,-3.1239,0,0,0,0->0,0,0,0,0
113.3427,-3.1239,1,1,0,1->1,0,0,0,0
113.3696,-3.1239,1,1,0,1->1,0,0,0,0
113.3831,-3.1239,1,1,0,1->1,0,0,0,0
113.4505,-3.1239,1,0,1,1->0,0,1,0,0
113.5583,-3.1239,0,1,1,0->1,1,0,0,0
113.5762,-3.1239,1,0,1,1->0,0,1,0,0
113.1945,-3.1194,4,4,0,4->4,0,0,0,0
113.3472,-3.1194,1,1,0,1->1,0,0,0,0
113.4909,-3.1194,0,0,0,0->0,0,0,0,0
113.6167,-3.1194,1,1,0,1->1,0,0,0,0
113.3696,-3.1149,1,0,1,1->0,0,1,0,0
113.3786,-3.1149,1,1,0,1->1,0,0,0,0
113.428,-3.1149,1,0,1,1->0,0,1,0,0
113.4819,-3.1149,1,0,1,1->0,0,1,0,0
113.4954,-3.1149,0,0,0,0->0,0,0,0,0
113.6616,-3.1149,0,1,1,0->1,1,0,0,0
113.2124,-3.1104,0,0,0,0->0,0,0,0,0
113.3292,-3.1104,1,1,0,1->1,0,0,0,0
113.3696,-3.1104,1,1,0,1->1,0,0,0,0
113.4101,-3.1104,1,0,1,1->0,0,1,0,0
113.4146,-3.1104,1,0,1,1->0,0,1,0,0
113.4235,-3.1104,1,0,1,1->0,0,1,0,0
113.4999,-3.1104,0,0,0,0->0,0,0,0,0
113.5179,-3.1104,1,1,0,1->1,0,0,0,0
113.5493,-3.1104,0,0,0,0->0,0,0,0,0
113.6212,-3.1104,1,0,1,1->0,0,1,0,0
113.6257,-3.1104,0,0,0,0->0,0,0,0,0
113.154,-3.1059,4,4,0,4->4,0,0,0,0
113.4415,-3.1059,1,0,1,1->0,0,1,0,0
113.4909,-3.1059,0,0,0,0->0,0,0,0,0
113.5223,-3.1059,0,0,0,0->0,0,0,0,0
113.5538,-3.1059,0,0,0,0->0,0,0,0,0
113.5807,-3.1059,1,1,0,1->1,0,0,0,0
113.6346,-3.1059,0,0,0,0->0,0,0,0,0
113.1585,-3.1014,4,4,0,4->4,0,0,0,0
113.2529,-3.1014,1,1,0,1->1,0,0,0,0
113.2753,-3.1014,0,1,1,0->1,1,0,0,0
113.3068,-3.1014,1,0,1,1->0,0,1,0,0
113.3427,-3.1014,0,0,0,0->0,0,0,0,0
113.3607,-3.1014,1,1,0,1->1,0,0,0,0
113.4101,-3.1014,1,1,0,1->1,0,0,0,0
113.4774,-3.1014,1,0,1,1->0,0,1,0,0
113.5852,-3.1014,0,1,1,0->1,1,0,0,0
113.5897,-3.1014,0,1,1,0->1,1,0,0,0
113.5942,-3.1014,1,1,0,1->1,0,0,0,0
113.6346,-3.1014,0,0,0,0->0,0,0,0,0
113.1001,-3.0969,4,4,0,4->4,0,0,0,0
113.172,-3.0969,4,4,0,4->4,0,0,0,0
113.5179,-3.0969,0,0,0,0->0,0,0,0,0
113.5583,-3.0969,1,1,0,1->1,0,0,0,0
113.1316,-3.0925,4,4,0,4->4,0,0,0,0
113.1495,-3.0925,4,4,0,4->4,0,0,0,0
113.3517,-3.0925,1,1,0,1->1,0,0,0,0
113.5134,-3.0925,1,0,1,1->0,0,1,0,0
113.5987,-3.0925,1,1,0,1->1,0,0,0,0
113.6032,-3.0925,1,1,0,1->1,0,0,0,0
113.3607,-3.088,0,1,1,0->1,1,0,0,0
113.4325,-3.088,0,0,0,0->0,0,0,0,0
113.4729,-3.088,1,0,1,1->0,0,1,0,0
113.4864,-3.088,0,0,0,0->0,0,0,0,0
113.5807,-3.088,0,0,0,0->0,0,0,0,0
113.1001,-3.0835,4,4,0,4->4,0,0,0,0
113.163,-3.0835,4,4,0,4->4,0,0,0,0
113.19,-3.0835,1,1,0,1->1,0,0,0,0
113.2079,-3.0835,1,1,0,1->1,0,0,0,0
113.4235,-3.0835,0,0,0,0->0,0,0,0,0
113.4729,-3.0835,1,0,1,1->0,0,1,0,0
113.1136,-3.079,4,4,0,4->4,0,0,0,0
113.1765,-3.079,1,4,1,1->4,0,0,0,0
113.2259,-3.079,1,1,0,1->1,0,0,0,0
113.2484,-3.079,1,1,0,1->1,0,0,0,0
113.3337,-3.079,1,0,1,1->0,0,1,0,0
113.4056,-3.079,0,0,0,0->0,0,0,0,0
113.6436,-3.079,1,0,1,1->0,0,1,0,0
113.1001,-3.0745,4,4,0,4->4,0,0,0,0
113.2349,-3.0745,1,1,0,1->1,0,0,0,0
113.2618,-3.0745,0,0,0,0->0,0,0,0,0
113.2753,-3.0745,1,1,0,1->1,0,0,0,0
113.4954,-3.0745,0,0,0,0->0,0,0,0,0
113.5268,-3.0745,1,1,0,1->1,0,0,0,0
113.5673,-3.0745,0,0,0,0->0,0,0,0,0
113.5807,-3.0745,0,1,1,0->1,1,0,0,0
113.1855,-3.07,1,1,0,1->1,0,0,0,0
113.2214,-3.07,1,0,1,1->0,0,1,0,0
113.2798,-3.07,1,1,0,1->1,0,0,0,0
113.2843,-3.07,1,1,0,1->1,0,0,0,0
113.3607,-3.07,1,0,1,1->0,0,1,0,0
113.3831,-3.07,1,0,1,1->0,0,1,0,0
113.4415,-3.07,0,0,0,0->0,0,0,0,0
113.4595,-3.07,0,0,0,0->0,0,0,0,0
113.5044,-3.07,1,0,1,1->0,0,1,0,0
113.5448,-3.07,1,1,0,1->1,0,0,0,0
113.6346,-3.07,1,0,1,1->0,0,1,0,0
113.6706,-3.07,1,1,0,1->1,0,0,0,0
113.1181,-3.0655,4,4,0,4->4,0,0,0,0
113.1495,-3.0655,4,4,0,4->4,0,0,0,0
113.2034,-3.0655,1,1,0,1->1,0,0,0,0
113.3292,-3.0655,1,1,0,1->1,0,0,0,0
113.3382,-3.0655,1,0,1,1->0,0,1,0,0
113.3607,-3.0655,1,0,1,1->0,0,1,0,0
113.446,-3.0655,0,0,0,0->0,0,0,0,0
113.1226,-3.061,4,4,0,4->4,0,0,0,0
113.2663,-3.061,1,1,0,1->1,0,0,0,0
113.3382,-3.061,1,0,1,1->0,0,1,0,0
113.3427,-3.061,1,0,1,1->0,0,1,0,0
113.3472,-3.061,1,0,1,1->0,0,1,0,0
113.437,-3.061,0,0,0,0->0,0,0,0,0
113.4999,-3.061,0,0,0,0->0,0,0,0,0
113.5313,-3.061,1,1,0,1->1,0,0,0,0
113.5358,-3.061,1,1,0,1->1,0,0,0,0
113.5583,-3.061,1,1,0,1->1,0,0,0,0
113.5628,-3.061,1,0,1,1->0,0,1,0,0
113.6481,-3.061,1,1,0,1->1,0,0,0,0
113.1181,-3.0565,4,4,0,4->4,0,0,0,0
113.163,-3.0565,1,0,1,1->0,0,1,0,0
113.2663,-3.0565,1,1,0,1->1,0,0,0,0
113.2843,-3.0565,1,1,0,1->1,0,0,0,0
113.3023,-3.0565,1,0,1,1->0,0,1,0,0
113.3472,-3.0565,1,0,1,1->0,0,1,0,0
113.5313,-3.0565,1,1,0,1->1,0,0,0,0
113.5987,-3.0565,1,1,0,1->1,0,0,0,0
113.6212,-3.0565,1,1,0,1->1,0,0,0,0
112.8127,-3.2991,2,2,0,2->2,0,0,0,0
112.8935,-3.2991,2,4,1,2->4,0,0,0,0
112.889,-3.2901,4,4,0,4->4,0,0,0,0
112.8172,-3.2856,0,1,1,0->1,1,0,0,0
112.8935,-3.2856,4,4,0,4->4,0,0,0,0
112.8082,-3.2766,0,0,0,0->0,0,0,0,0
112.8306,-3.2766,2,2,0,2->2,0,0,0,0
112.8486,-3.2766,3,2,1,3->2,0,0,1,0
112.8082,-3.2721,0,0,0,0->0,0,0,0,0
112.8306,-3.2721,1,1,0,1->1,0,0,0,0
112.8037,-3.2631,0,0,0,0->0,0,0,0,0
112.8127,-3.2631,2,0,1,2->0,0,1,0,0
112.898,-3.2631,4,4,0,4->4,0,0,0,0
112.8441,-3.2586,2,2,0,2->2,0,0,0,0
112.898,-3.2586,2,4,1,2->4,0,0,0,0
112.8037,-3.2541,0,0,0,0->0,0,0,0,0
112.8621,-3.2541,3,2,1,3->2,0,0,1,0
112.8351,-3.2452,0,1,1,0->1,1,0,0,0
112.8037,-3.2407,3,1,1,3->1,0,0,0,0
112.8576,-3.2407,0,1,1,0->1,1,0,0,0
112.8172,-3.2362,0,0,0,0->0,0,0,0,0
112.8217,-3.2362,0,1,1,0->1,1,0,0,0
112.8756,-3.2362,0,1,1,0->1,1,0,0,0
112.9115,-3.2362,1,1,0,1->1,0,0,0,0
112.8845,-3.2317,2,2,0,2->2,0,0,0,0
112.8262,-3.2272,0,2,1,0->2,1,0,1,0
112.9429,-3.2227,3,3,0,3->3,0,0,0,0
112.8396,-3.2137,1,1,0,1->1,0,0,0,0
112.8441,-3.2137,0,2,1,0->2,1,0,1,0
112.8935,-3.2137,2,2,0,2->2,0,0,0,0
112.916,-3.2137,2,1,1,2->1,0,0,0,0
112.8486,-3.2092,1,1,0,1->1,0,0,0,0
112.8801,-3.2092,1,1,0,1->1,0,0,0,0
112.889,-3.2092,2,2,0,2->2,0,0,0,0
112.9025,-3.2092,1,1,0,1->1,0,0,0,0
112.8711,-3.2047,0,1,1,0->1,1,0,0,0
112.9205,-3.2047,0,1,1,0->1,1,0,0,0
112.934,-3.2047,1,1,0,1->1,0,0,0,0
112.9384,-3.2047,1,1,0,1->1,0,0,0,0
112.8172,-3.2002,0,1,1,0->1,1,0,0,0
112.8396,-3.2002,0,2,1,0->2,1,0,1,0
112.8711,-3.2002,0,0,0,0->0,0,0,0,0
112.9295,-3.2002,3,1,1,3->1,0,0,0,0
112.9429,-3.2002,1,1,0,1->1,0,0,0,0
112.8082,-3.1958,0,0,0,0->0,0,0,0,0
112.916,-3.1958,1,1,0,1->1,0,0,0,0
112.9879,-3.1958,4,4,0,4->4,0,0,0,0
112.8217,-3.1913,0,2,1,0->2,1,0,1,0
112.8935,-3.1913,1,1,0,1->1,0,0,0,0
112.8396,-3.1868,0,2,1,0->2,1,0,1,0
112.8711,-3.1868,1,1,0,1->1,0,0,0,0
112.907,-3.1868,1,1,0,1->1,0,0,0,0
112.925,-3.1868,1,1,0,1->1,0,0,0,0
112.8576,-3.1778,1,2,1,1->2,0,0,1,0
112.907,-3.1778,1,1,0,1->1,0,0,0,0
112.9609,-3.1778,1,1,0,1->1,0,0,0,0
112.8217,-3.1733,0,1,1,0->1,1,0,0,0
112.8711,-3.1733,0,1,1,0->1,1,0,0,0
112.9115,-3.1733,3,1,1,3->1,0,0,0,0
112.9564,-3.1688,1,0,1,1->0,0,1,0,0
112.8935,-3.1643,2,1,1,2->1,0,0,0,0
112.8082,-3.1598,0,0,0,0->0,0,0,0,0
112.916,-3.1598,1,0,1,1->0,0,1,0,0
112.934,-3.1598,1,1,0,1->1,0,0,0,0
112.9654,-3.1598,1,0,1,1->0,0,1,0,0
112.8306,-3.1553,0,0,0,0->0,0,0,0,0
112.8531,-3.1553,0,0,0,0->0,0,0,0,0
112.9609,-3.1553,0,0,0,0->0,0,0,0,0
112.8262,-3.1508,0,0,0,0->0,0,0,0,0
112.8666,-3.1508,1,1,0,1->1,0,0,0,0
112.925,-3.1508,1,1,0,1->1,0,0,0,0
112.9968,-3.1508,4,4,0,4->4,0,0,0,0
112.8127,-3.1463,0,0,0,0->0,0,0,0,0
112.889,-3.1419,1,1,0,1->1,0,0,0,0
112.8621,-3.1374,1,1,0,1->1,0,0,0,0
112.907,-3.1374,1,1,0,1->1,0,0,0,0
112.9384,-3.1374,0,0,0,0->0,0,0,0,0
113.0058,-3.1374,4,4,0,4->4,0,0,0,0
113.0462,-3.1374,4,4,0,4->4,0,0,0,0
112.9609,-3.1329,4,4,0,4->4,0,0,0,0
112.8756,-3.1239,1,1,0,1->1,0,0,0,0
112.9295,-3.1239,0,0,0,0->0,0,0,0,0
112.9384,-3.1239,0,0,0,0->0,0,0,0,0
112.9564,-3.1239,4,4,0,4->4,0,0,0,0
112.8082,-3.1194,0,0,0,0->0,0,0,0,0
112.8441,-3.1194,1,1,0,1->1,0,0,0,0
112.8845,-3.1194,1,0,1,1->0,0,1,0,0
112.916,-3.1149,1,0,1,1->0,0,1,0,0
112.9519,-3.1149,4,4,0,4->4,0,0,0,0
112.9923,-3.1149,3,4,1,3->4,0,0,0,0
112.8172,-3.1104,0,0,0,0->0,0,0,0,0
113.0193,-3.1104,4,4,0,4->4,0,0,0,0
112.8351,-3.1059,1,1,0,1->1,0,0,0,0
112.8396,-3.1059,1,1,0,1->1,0,0,0,0
112.8531,-3.1059,1,0,1,1->0,0,1,0,0
112.9789,-3.1059,4,4,0,4->4,0,0,0,0
113.0238,-3.1059,4,4,0,4->4,0,0,0,0
112.8756,-3.1014,3,1,1,3->1,0,0,0,0
112.934,-3.1014,0,0,0,0->0,0,0,0,0
112.9923,-3.1014,4,4,0,4->4,0,0,0,0
113.0283,-3.1014,4,4,0,4->4,0,0,0,0
112.9699,-3.0969,4,4,0,4->4,0,0,0,0
112.9609,-3.0925,4,4,0,4->4,0,0,0,0
112.9744,-3.0925,4,4,0,4->4,0,0,0,0
112.8441,-3.088,2,2,0,2->2,0,0,0,0
112.8531,-3.088,1,1,0,1->1,0,0,0,0
112.8801,-3.088,1,1,0,1->1,0,0,0,0
112.8666,-3.0835,1,1,0,1->1,0,0,0,0
112.934,-3.0835,0,0,0,0->0,0,0,0,0
112.9609,-3.0835,4,4,0,4->4,0,0,0,0
112.9654,-3.0835,4,4,0,4->4,0,0,0,0
112.9789,-3.0835,4,4,0,4->4,0,0,0,0
112.9968,-3.0835,4,4,0,4->4,0,0,0,0
112.9115,-3.079,1,1,0,1->1,0,0,0,0
112.9384,-3.0745,0,0,0,0->0,0,0,0,0
112.9699,-3.0745,4,4,0,4->4,0,0,0,0
112.9025,-3.07,1,1,0,1->1,0,0,0,0
112.934,-3.07,0,0,0,0->0,0,0,0,0
112.9923,-3.0655,4,4,0,4->4,0,0,0,0
112.8037,-3.061,0,1,1,0->1,1,0,0,0
112.8531,-3.061,1,1,0,1->1,0,0,0,0
112.8666,-3.061,1,0,1,1->0,0,1,0,0
112.9384,-3.061,0,0,0,0->0,0,0,0,0
112.907,-3.0565,1,1,0,1->1,0,0,0,0
112.9115,-3.0565,1,0,1,1->0,0,1,0,0
112.925,-3.0565,1,1,0,1->1,0,0,0,0
112.9879,-3.0565,4,4,0,4->4,0,0,0,0
113.6751,-3.2497,0,0,0,0->0,0,0,0,0
113.684,-3.2452,1,1,0,1->1,0,0,0,0
113.6885,-3.2407,1,0,1,1->0,0,1,0,0
113.6885,-3.2047,1,0,1,1->0,0,1,0,0
113.684,-3.2002,0,0,0,0->0,0,0,0,0
113.6796,-3.1823,1,0,1,1->0,0,1,0,0
113.6751,-3.1553,1,1,0,1->1,0,0,0,0
113.7065,-3.1508,1,0,1,1->0,0,1,0,0
113.7065,-3.1284,1,0,1,1->0,0,1,0,0
113.6885,-3.1059,1,1,0,1->1,0,0,0,0
113.72,-3.1014,1,0,1,1->0,0,1,0,0
113.6796,-3.088,1,1,0,1->1,0,0,0,0
113.702,-3.079,1,1,0,1->1,0,0,0,0
113.702,-3.0745,1,1,0,1->1,0,0,0,0
