lon,lat,class_start,class_end,is_changed,transition_code,forest_loss,forest_gain,urbanization,mining_expansion
109.1161,1.4216,0,1,1,0->1,1,0,0,0
109.1386,1.4216,2,1,1,2->1,0,0,0,0
109.1565,1.4216,0,1,1,0->1,1,0,0,0
109.1386,1.4261,2,1,1,2->1,0,0,0,0
109.1341,1.4306,2,1,1,2->1,0,0,0,0
109.152,1.4306,1,1,0,1->1,0,0,0,0
109.1925,1.4306,0,0,0,0->0,0,0,0,0
109.2284,1.4306,4,4,0,4->4,0,0,0,0
109.2554,1.4306,0,0,0,0->0,0,0,0,0
109.0757,1.4351,1,1,0,1->1,0,0,0,0
109.2643,1.4351,0,0,0,0->0,0,0,0,0
109.1161,1.4396,2,1,1,2->1,0,0,0,0
109.1251,1.4396,2,1,1,2->1,0,0,0,0
109.1341,1.4396,2,1,1,2->1,0,0,0,0
109.1565,1.4396,0,0,0,0->0,0,0,0,0
109.179,1.4396,0,0,0,0->0,0,0,0,0
109.1835,1.4396,0,0,0,0->0,0,0,0,0
109.197,1.4396,0,0,0,0->0,0,0,0,0
109.2913,1.4396,0,0,0,0->0,0,0,0,0
109.2419,1.444,0,0,0,0->0,0,0,0,0
109.1161,1.4485,0,1,1,0->1,1,0,0,0
109.1251,1.4485,0,1,1,0->1,1,0,0,0
109.152,1.4485,0,1,1,0->1,1,0,0,0
109.2823,1.4485,0,0,0,0->0,0,0,0,0
109.2913,1.4485,0,0,0,0->0,0,0,0,0
109.0892,1.453,0,0,0,0->0,0,0,0,0
109.2823,1.453,0,0,0,0->0,0,0,0,0
109.1071,1.4575,1,0,1,1->0,0,1,0,0
109.2239,1.4575,0,1,1,0->1,1,0,0,0
109.2374,1.4575,0,0,0,0->0,0,0,0,0
109.2509,1.4575,0,0,0,0->0,0,0,0,0
109.152,1.462,0,1,1,0->1,1,0,0,0
109.1835,1.462,0,0,0,0->0,0,0,0,0
109.2688,1.462,0,0,0,0->0,0,0,0,0
109.0802,1.4665,0,0,0,0->0,0,0,0,0
109.2419,1.4665,0,0,0,0->0,0,0,0,0
109.2554,1.4665,0,0,0,0->0,0,0,0,0
109.2688,1.4665,0,0,0,0->0,0,0,0,0
109.1071,1.471,1,1,0,1->1,0,0,0,0
109.1565,1.471,2,1,1,2->1,0,0,0,0
109.1655,1.4755,0,0,0,0->0,0,0,0,0
109.197,1.4755,0,0,0,0->0,0,0,0,0
109.2374,1.4755,0,0,0,0->0,0,0,0,0
109.1206,1.48,2,2,0,2->2,0,0,0,0
109.1386,1.48,0,1,1,0->1,1,0,0,0
109.2509,1.48,0,0,0,0->0,0,0,0,0
109.0802,1.4845,0,0,0,0->0,0,0,0,0
109.1251,1.4845,2,2,0,2->2,0,0,0,0
109.1431,1.4845,2,1,1,2->1,0,0,0,0
109.2329,1.4845,0,0,0,0->0,0,0,0,0
109.2509,1.4845,0,0,0,0->0,0,0,0,0
109.1206,1.489,0,1,1,0->1,1,0,0,0
109.161,1.489,0,1,1,0->1,1,0,0,0
109.197,1.489,0,0,0,0->0,0,0,0,0
109.2598,1.489,0,0,0,0->0,0,0,0,0
109.2733,1.4934,0,0,0,0->0,0,0,0,0
109.1071,1.4979,0,1,1,0->1,1,0,0,0
109.1386,1.4979,2,1,1,2->1,0,0,0,0
109.161,1.4979,0,1,1,0->1,1,0,0,0
109.1251,1.5024,0,0,0,0->0,0,0,0,0
109.1565,1.5024,0,1,1,0->1,1,0,0,0
109.197,1.5024,1,1,0,1->1,0,0,0,0
109.2194,1.5024,0,1,1,0->1,1,0,0,0
109.1251,1.5069,2,1,1,2->1,0,0,0,0
109.1296,1.5069,0,1,1,0->1,1,0,0,0
109.1745,1.5069,0,0,0,0->0,0,0,0,0
109.2688,1.5069,0,0,0,0->0,0,0,0,0
109.1026,1.5114,1,1,0,1->1,0,0,0,0
109.17,1.5114,0,0,0,0->0,0,0,0,0
109.2374,1.5114,1,0,1,1->0,0,1,0,0
109.2598,1.5114,0,1,1,0->1,1,0,0,0
109.1476,1.5159,0,0,0,0->0,0,0,0,0
109.152,1.5159,0,1,1,0->1,1,0,0,0
109.1565,1.5159,0,0,0,0->0,0,0,0,0
109.17,1.5159,0,0,0,0->0,0,0,0,0
109.1745,1.5159,0,0,0,0->0,0,0,0,0
109.2329,1.5159,0,0,0,0->0,0,0,0,0
109.0981,1.5204,0,1,1,0->1,1,0,0,0
109.1026,1.5204,0,1,1,0->1,1,0,0,0
109.197,1.5204,1,1,0,1->1,0,0,0,0
109.2598,1.5204,1,1,0,1->1,0,0,0,0
109.0757,1.5249,1,1,0,1->1,0,0,0,0
109.1476,1.5249,0,0,0,0->0,0,0,0,0
109.2554,1.5249,1,1,0,1->1,0,0,0,0
109.2194,1.5294,0,0,0,0->0,0,0,0,0
109.0802,1.5339,1,1,0,1->1,0,0,0,0
109.0937,1.5339,1,1,0,1->1,0,0,0,0
109.1745,1.5339,2,1,1,2->1,0,0,0,0
109.2464,1.5339,0,0,0,0->0,0,0,0,0
109.1565,1.5429,1,1,0,1->1,0,0,0,0
109.2688,1.5429,0,0,0,0->0,0,0,0,0
118.8134,0.8017,4,4,0,4->4,0,0,0,0
118.8359,0.8062,4,4,0,4->4,0,0,0,0
118.8,0.8152,0,0,0,0->0,0,0,0,0
118.8089,0.8197,0,0,0,0->0,0,0,0,0
118.8449,0.8242,4,4,0,4->4,0,0,0,0
118.8,0.8287,1,0,1,1->0,0,1,0,0
118.8179,0.8287,3,4,1,3->4,0,0,0,0
118.8404,0.8287,2,4,1,2->4,0,0,0,0
118.8179,0.8377,0,0,0,0->0,0,0,0,0
118.8044,0.8601,0,0,0,0->0,0,0,0,0
118.8359,0.8691,0,0,0,0->0,0,0,0,0
118.8404,0.8736,0,0,0,0->0,0,0,0,0
118.8269,0.8781,0,0,0,0->0,0,0,0,0
118.8359,0.8826,1,1,0,1->1,0,0,0,0
118.8224,0.8871,0,0,0,0->0,0,0,0,0
118.8044,0.8916,0,0,0,0->0,0,0,0,0
118.8269,0.8916,0,0,0,0->0,0,0,0,0
118.8089,0.9006,0,0,0,0->0,0,0,0,0
118.8269,0.9006,0,0,0,0->0,0,0,0,0
118.8763,0.8512,4,4,0,4->4,0,0,0,0
118.8808,0.8512,4,4,0,4->4,0,0,0,0
118.8898,0.8556,4,4,0,4->4,0,0,0,0
118.8628,0.8691,4,4,0,4->4,0,0,0,0
118.8808,0.8691,4,4,0,4->4,0,0,0,0
118.8763,0.8736,1,4,1,1->4,0,0,0,0
118.8718,0.8781,0,1,1,0->1,1,0,0,0
118.8808,0.8781,0,0,0,0->0,0,0,0,0
118.8943,0.8826,0,0,0,0->0,0,0,0,0
118.8988,0.8826,4,4,0,4->4,0,0,0,0
116.8641,0.402,0,0,0,0->0,0,0,0,0
116.882,0.402,1,2,1,1->2,0,0,1,0
116.9629,0.402,0,0,0,0->0,0,0,0,0
116.8281,0.4065,0,0,0,0->0,0,0,0,0
116.927,0.4065,0,0,0,0->0,0,0,0,0
116.9854,0.4065,0,0,0,0->0,0,0,0,0
116.8371,0.411,0,0,0,0->0,0,0,0,0
116.8731,0.411,0,0,0,0->0,0,0,0,0
116.9,0.411,1,0,1,1->0,0,1,0,0
116.9719,0.411,0,0,0,0->0,0,0,0,0
116.8731,0.4155,1,0,1,1->0,0,1,0,0
116.9988,0.4155,1,0,1,1->0,0,1,0,0
116.8551,0.42,1,1,0,1->1,0,0,0,0
116.9449,0.42,0,0,0,0->0,0,0,0,0
116.9988,0.42,1,0,1,1->0,0,1,0,0
116.8237,0.4245,0,1,1,0->1,1,0,0,0
116.927,0.4245,0,0,0,0->0,0,0,0,0
116.9854,0.4245,0,0,0,0->0,0,0,0,0
116.9988,0.4245,0,0,0,0->0,0,0,0,0
116.8237,0.4289,1,1,0,1->1,0,0,0,0
116.891,0.4289,0,0,0,0->0,0,0,0,0
116.8955,0.4289,0,0,0,0->0,0,0,0,0
116.9045,0.4289,0,0,0,0->0,0,0,0,0
116.9719,0.4289,0,0,0,0->0,0,0,0,0
116.9988,0.4289,0,0,0,0->0,0,0,0,0
116.9225,0.4334,0,0,0,0->0,0,0,0,0
116.9584,0.4379,1,1,0,1->1,0,0,0,0
116.8641,0.4424,1,1,0,1->1,0,0,0,0
116.8686,0.4424,2,0,1,2->0,0,1,0,0
116.9719,0.4424,1,0,1,1->0,0,1,0,0
116.9764,0.4424,0,0,0,0->0,0,0,0,0
116.9584,0.4469,0,1,1,0->1,1,0,0,0
116.9809,0.4469,0,0,0,0->0,0,0,0,0
116.8416,0.4514,1,1,0,1->1,0,0,0,0
116.9,0.4514,0,2,1,0->2,1,0,1,0
116.9494,0.4514,1,0,1,1->0,0,1,0,0
116.9629,0.4514,0,1,1,0->1,1,0,0,0
116.9764,0.4514,2,0,1,2->0,0,1,0,0
116.8506,0.4559,0,1,1,0->1,1,0,0,0
116.8551,0.4559,0,1,1,0->1,1,0,0,0
116.8596,0.4604,0,1,1,0->1,1,0,0,0
116.9315,0.4604,0,0,0,0->0,0,0,0,0
116.9045,0.4649,0,1,1,0->1,1,0,0,0
116.9943,0.4649,0,0,0,0->0,0,0,0,0
116.8686,0.4694,0,1,1,0->1,1,0,0,0
116.9045,0.4694,0,1,1,0->1,1,0,0,0
116.9135,0.4694,0,1,1,0->1,1,0,0,0
117.0168,0.4694,0,0,0,0->0,0,0,0,0
116.882,0.4739,0,1,1,0->1,1,0,0,0
116.9359,0.4739,0,0,0,0->0,0,0,0,0
116.9404,0.4739,0,0,0,0->0,0,0,0,0
117.0123,0.4739,0,0,0,0->0,0,0,0,0
116.8551,0.4784,0,1,1,0->1,1,0,0,0
116.9898,0.4784,0,0,0,0->0,0,0,0,0
117.0078,0.4784,0,0,0,0->0,0,0,0,0
116.8461,0.4828,0,1,1,0->1,1,0,0,0
117.0123,0.4828,0,0,0,0->0,0,0,0,0
116.8731,0.4873,0,1,1,0->1,1,0,0,0
116.9045,0.4873,0,1,1,0->1,1,0,0,0
116.9943,0.4873,0,0,0,0->0,0,0,0,0
116.9,0.4918,0,0,0,0->0,0,0,0,0
116.9225,0.4918,0,0,0,0->0,0,0,0,0
116.8596,0.4963,0,1,1,0->1,1,0,0,0
116.9898,0.4963,0,0,0,0->0,0,0,0,0
116.9494,0.5053,0,0,0,0->0,0,0,0,0
116.9943,0.5053,0,0,0,0->0,0,0,0,0
117.0213,0.5053,0,0,0,0->0,0,0,0,0
116.8641,0.5098,0,0,0,0->0,0,0,0,0
116.8686,0.5098,0,0,0,0->0,0,0,0,0
116.8731,0.5098,0,1,1,0->1,1,0,0,0
116.891,0.5098,0,1,1,0->1,1,0,0,0
116.9135,0.5098,0,1,1,0->1,1,0,0,0
116.9404,0.5098,0,0,0,0->0,0,0,0,0
117.0213,0.5098,0,0,0,0->0,0,0,0,0
116.8596,0.5143,1,0,1,1->0,0,1,0,0
116.9045,0.5143,0,1,1,0->1,1,0,0,0
116.9404,0.5143,2,0,1,2->0,0,1,0,0
116.9045,0.5188,0,0,0,0->0,0,0,0,0
116.9854,0.5188,0,0,0,0->0,0,0,0,0
116.9584,0.5233,0,0,0,0->0,0,0,0,0
116.8461,0.5278,1,0,1,1->0,0,1,0,0
116.8776,0.5278,1,1,0,1->1,0,0,0,0
117.0258,0.5278,0,0,0,0->0,0,0,0,0
116.8551,0.5323,1,0,1,1->0,0,1,0,0
116.9225,0.5323,1,0,1,1->0,0,1,0,0
116.9494,0.5323,0,0,0,0->0,0,0,0,0
116.8461,0.5367,1,0,1,1->0,0,1,0,0
116.8551,0.5367,1,0,1,1->0,0,1,0,0
116.927,0.5367,1,1,0,1->1,0,0,0,0
116.9674,0.5412,1,0,1,1->0,0,1,0,0
116.9943,0.5412,0,0,0,0->0,0,0,0,0
116.891,0.5457,1,1,0,1->1,0,0,0,0
117.0303,0.5502,0,0,0,0->0,0,0,0,0
116.891,0.5547,1,1,0,1->1,0,0,0,0
117.0078,0.5547,0,0,0,0->0,0,0,0,0
116.8641,0.5592,1,0,1,1->0,0,1,0,0
116.891,0.5592,2,1,1,2->1,0,0,0,0
117.0348,0.5592,0,0,0,0->0,0,0,0,0
116.9674,0.5637,0,0,0,0->0,0,0,0,0
116.8551,0.5682,1,0,1,1->0,0,1,0,0
116.8686,0.5682,0,0,0,0->0,0,0,0,0
116.9045,0.5682,0,1,1,0->1,1,0,0,0
116.927,0.5682,1,1,0,1->1,0,0,0,0
116.9315,0.5682,1,1,0,1->1,0,0,0,0
116.9854,0.5682,0,0,0,0->0,0,0,0,0
117.0303,0.5682,0,0,0,0->0,0,0,0,0
116.8776,0.5727,1,1,0,1->1,0,0,0,0
116.8955,0.5727,1,1,0,1->1,0,0,0,0
116.9584,0.5727,0,0,0,0->0,0,0,0,0
117.0078,0.5727,0,0,0,0->0,0,0,0,0
116.9315,0.5772,1,1,0,1->1,0,0,0,0
116.8596,0.5862,1,1,0,1->1,0,0,0,0
116.8641,0.5862,0,0,0,0->0,0,0,0,0
116.8865,0.5951,1,1,0,1->1,0,0,0,0
116.8955,0.5951,1,1,0,1->1,0,0,0,0
116.9629,0.5951,0,0,0,0->0,0,0,0,0
116.9225,0.5996,0,0,0,0->0,0,0,0,0
116.9404,0.5996,0,0,0,0->0,0,0,0,0
116.9809,0.5996,0,0,0,0->0,0,0,0,0
116.8776,0.6086,1,0,1,1->0,0,1,0,0
117.0033,0.6086,1,1,0,1->1,0,0,0,0
116.891,0.6131,0,1,1,0->1,1,0,0,0
116.909,0.6131,0,0,0,0->0,0,0,0,0
116.9449,0.6131,0,0,0,0->0,0,0,0,0
116.9539,0.6131,0,0,0,0->0,0,0,0,0
116.9584,0.6131,0,0,0,0->0,0,0,0,0
117.0213,0.6131,2,0,1,2->0,0,1,0,0
117.0437,0.6131,0,0,0,0->0,0,0,0,0
116.9809,0.6176,1,1,0,1->1,0,0,0,0
116.8865,0.6221,0,1,1,0->1,1,0,0,0
117.0437,0.6221,2,0,1,2->0,0,1,0,0
116.9,0.6266,0,0,0,0->0,0,0,0,0
116.918,0.6266,0,0,0,0->0,0,0,0,0
116.9404,0.6266,0,0,0,0->0,0,0,0,0
116.9719,0.6266,1,0,1,1->0,0,1,0,0
116.9809,0.6266,0,1,1,0->1,1,0,0,0
116.8776,0.6311,0,0,0,0->0,0,0,0,0
116.9404,0.6311,0,0,0,0->0,0,0,0,0
117.0078,0.6311,3,0,1,3->0,0,1,0,0
117.0482,0.6311,0,0,0,0->0,0,0,0,0
116.8731,0.6356,1,1,0,1->1,0,0,0,0
116.882,0.6356,0,0,0,0->0,0,0,0,0
116.9315,0.6356,0,0,0,0->0,0,0,0,0
116.9359,0.6356,0,0,0,0->0,0,0,0,0
116.9584,0.6356,1,0,1,1->0,0,1,0,0
117.0393,0.6356,1,0,1,1->0,0,1,0,0
117.0437,0.6356,0,0,0,0->0,0,0,0,0
116.909,0.64,0,0,0,0->0,0,0,0,0
116.927,0.64,0,0,0,0->0,0,0,0,0
116.8776,0.6445,1,0,1,1->0,0,1,0,0
116.9809,0.6445,0,0,0,0->0,0,0,0,0
117.0213,0.6445,0,0,0,0->0,0,0,0,0
116.9494,0.649,0,0,0,0->0,0,0,0,0
117.0213,0.649,0,0,0,0->0,0,0,0,0
116.891,0.6535,0,1,1,0->1,1,0,0,0
116.9135,0.6535,0,0,0,0->0,0,0,0,0
116.9674,0.6535,0,0,0,0->0,0,0,0,0
117.0258,0.6535,0,0,0,0->0,0,0,0,0
117.0393,0.6535,0,0,0,0->0,0,0,0,0
116.9,0.658,0,1,1,0->1,1,0,0,0
116.909,0.658,0,1,1,0->1,1,0,0,0
117.0527,0.658,0,0,0,0->0,0,0,0,0
117.0572,0.658,0,0,0,0->0,0,0,0,0
116.9359,0.6625,0,0,0,0->0,0,0,0,0
116.9719,0.667,0,0,0,0->0,0,0,0,0
117.0168,0.667,0,0,0,0->0,0,0,0,0
116.9449,0.6715,0,0,0,0->0,0,0,0,0
117.0393,0.6715,0,0,0,0->0,0,0,0,0
116.9315,0.676,0,0,0,0->0,0,0,0,0
117.0572,0.676,0,0,0,0->0,0,0,0,0
117.0303,0.6805,0,0,0,0->0,0,0,0,0
117.0348,0.6805,0,0,0,0->0,0,0,0,0
116.9629,0.685,0,0,0,0->0,0,0,0,0
117.0572,0.685,0,0,0,0->0,0,0,0,0
116.891,0.6895,0,0,0,0->0,0,0,0,0
116.9135,0.6895,0,0,0,0->0,0,0,0,0
116.9494,0.6895,0,0,0,0->0,0,0,0,0
116.9315,0.6939,0,0,0,0->0,0,0,0,0
117.0303,0.6939,0,0,0,0->0,0,0,0,0
117.0437,0.6939,0,0,0,0->0,0,0,0,0
117.0662,0.6939,0,0,0,0->0,0,0,0,0
116.909,0.6984,0,1,1,0->1,1,0,0,0
116.9135,0.6984,1,1,0,1->1,0,0,0,0
116.9539,0.6984,0,0,0,0->0,0,0,0,0
116.9898,0.6984,0,0,0,0->0,0,0,0,0
116.9359,0.7029,0,0,0,0->0,0,0,0,0
116.9045,0.7074,0,0,0,0->0,0,0,0,0
117.0213,0.7074,0,0,0,0->0,0,0,0,0
117.0303,0.7074,0,0,0,0->0,0,0,0,0
117.0437,0.7074,0,0,0,0->0,0,0,0,0
116.8865,0.7119,0,1,1,0->1,1,0,0,0
116.9359,0.7119,0,0,0,0->0,0,0,0,0
116.9809,0.7119,0,0,0,0->0,0,0,0,0
117.0123,0.7119,0,0,0,0->0,0,0,0,0
116.909,0.7164,0,1,1,0->1,1,0,0,0
116.9315,0.7164,0,0,0,0->0,0,0,0,0
116.9854,0.7164,0,1,1,0->1,1,0,0,0
117.0482,0.7209,0,1,1,0->1,1,0,0,0
116.9584,0.7254,0,0,0,0->0,0,0,0,0
116.8955,0.7299,0,3,1,0->3,1,0,0,1
116.9225,0.7299,0,1,1,0->1,1,0,0,0
116.9988,0.7299,1,1,0,1->1,0,0,0,0
116.909,0.7389,0,1,1,0->1,1,0,0,0
116.9539,0.7389,0,0,0,0->0,0,0,0,0
117.0572,0.7389,0,0,0,0->0,0,0,0,0
116.9315,0.7434,0,1,1,0->1,1,0,0,0
116.9898,0.7434,0,0,0,0->0,0,0,0,0
116.9404,0.7478,0,1,1,0->1,1,0,0,0
117.0482,0.7478,0,0,0,0->0,0,0,0,0
117.0572,0.7478,0,0,0,0->0,0,0,0,0
116.9135,0.7523,0,1,1,0->1,1,0,0,0
116.9988,0.7523,0,0,0,0->0,0,0,0,0
117.0123,0.7523,0,0,0,0->0,0,0,0,0
117.0572,0.7523,0,0,0,0->0,0,0,0,0
116.9809,0.7568,0,1,1,0->1,1,0,0,0
117.0303,0.7613,0,0,0,0->0,0,0,0,0
116.8955,0.7658,0,0,0,0->0,0,0,0,0
116.9988,0.7658,1,0,1,1->0,0,1,0,0
117.0123,0.7658,0,0,0,0->0,0,0,0,0
117.0393,0.7658,0,0,0,0->0,0,0,0,0
117.0348,0.7703,0,0,0,0->0,0,0,0,0
116.9045,0.7748,0,0,0,0->0,0,0,0,0
116.9719,0.7748,0,0,0,0->0,0,0,0,0
116.9988,0.7748,0,0,0,0->0,0,0,0,0
117.0797,0.7748,0,0,0,0->0,0,0,0,0
116.9674,0.7793,0,0,0,0->0,0,0,0,0
116.9764,0.7793,0,0,0,0->0,0,0,0,0
116.9943,0.7793,0,0,0,0->0,0,0,0,0
117.0437,0.7793,0,0,0,0->0,0,0,0,0
117.0797,0.7793,0,0,0,0->0,0,0,0,0
116.918,0.7838,1,0,1,1->0,0,1,0,0
117.0078,0.7838,0,0,0,0->0,0,0,0,0
117.0707,0.7838,0,0,0,0->0,0,0,0,0
117.0797,0.7838,0,0,0,0->0,0,0,0,0
116.9988,0.7883,0,0,0,0->0,0,0,0,0
117.0033,0.7883,0,0,0,0->0,0,0,0,0
117.0123,0.7883,0,0,0,0->0,0,0,0,0
117.0393,0.7883,1,1,0,1->1,0,0,0,0
117.0437,0.7883,0,1,1,0->1,1,0,0,0
116.9539,0.7928,0,0,0,0->0,0,0,0,0
116.9809,0.7928,0,0,0,0->0,0,0,0,0
116.9988,0.7928,0,0,0,0->0,0,0,0,0
117.0348,0.7928,1,0,1,1->0,0,1,0,0
116.9629,0.7973,0,0,0,0->0,0,0,0,0
117.0258,0.7973,1,1,0,1->1,0,0,0,0
116.918,0.8017,0,0,0,0->0,0,0,0,0
117.0842,0.8017,1,1,0,1->1,0,0,0,0
116.9809,0.8062,0,0,0,0->0,0,0,0,0
116.9135,0.8107,0,0,0,0->0,0,0,0,0
116.9315,0.8152,0,1,1,0->1,1,0,0,0
117.0617,0.8152,1,1,0,1->1,0,0,0,0
116.909,0.8197,0,0,0,0->0,0,0,0,0
116.9135,0.8197,0,0,0,0->0,0,0,0,0
117.0527,0.8287,0,1,1,0->1,1,0,0,0
117.0572,0.8287,1,1,0,1->1,0,0,0,0
117.0078,0.8332,0,1,1,0->1,1,0,0,0
117.0482,0.8332,0,1,1,0->1,1,0,0,0
116.9988,0.8422,0,1,1,0->1,1,0,0,0
117.0168,0.8422,0,0,0,0->0,0,0,0,0
117.0482,0.8422,1,1,0,1->1,0,0,0,0
117.0707,0.8422,0,1,1,0->1,1,0,0,0
116.9135,0.8467,0,1,1,0->1,1,0,0,0
117.0707,0.8467,0,1,1,0->1,1,0,0,0
117.0976,0.8467,0,1,1,0->1,1,0,0,0
117.0348,0.8512,0,0,0,0->0,0,0,0,0
117.0437,0.8512,1,0,1,1->0,0,1,0,0
117.0123,0.8556,0,0,0,0->0,0,0,0,0
117.0213,0.8556,0,0,0,0->0,0,0,0,0
116.9988,0.8601,1,0,1,1->0,0,1,0,0
117.0393,0.8601,0,0,0,0->0,0,0,0,0
117.0123,0.8646,1,0,1,1->0,0,1,0,0
116.9943,0.8826,1,1,0,1->1,0,0,0,0
117.1021,0.8826,0,0,0,0->0,0,0,0,0
117.0033,0.8871,0,0,0,0->0,0,0,0,0
117.0258,0.8871,1,0,1,1->0,0,1,0,0
117.0123,0.8916,1,0,1,1->0,0,1,0,0
117.0393,0.8916,1,0,1,1->0,0,1,0,0
117.0572,0.9006,1,1,0,1->1,0,0,0,0
116.927,0.9051,0,0,0,0->0,0,0,0,0
116.9764,0.9051,0,0,0,0->0,0,0,0,0
117.0213,0.9051,0,0,0,0->0,0,0,0,0
117.0348,0.9095,1,0,1,1->0,0,1,0,0
117.0393,0.914,1,1,0,1->1,0,0,0,0
117.0797,0.9185,1,0,1,1->0,0,1,0,0
116.9764,0.923,1,0,1,1->0,0,1,0,0
116.9719,0.9275,0,0,0,0->0,0,0,0,0
117.0752,0.9275,0,0,0,0->0,0,0,0,0
117.0437,0.932,0,2,1,0->2,1,0,1,0
116.9674,0.9365,0,0,0,0->0,0,0,0,0
116.9764,0.9365,0,0,0,0->0,0,0,0,0
116.9898,0.9365,0,0,0,0->0,0,0,0,0
117.0168,0.9365,0,0,0,0->0,0,0,0,0
117.0887,0.9365,0,0,0,0->0,0,0,0,0
116.9539,0.941,0,0,0,0->0,0,0,0,0
117.0258,0.941,1,1,0,1->1,0,0,0,0
117.0572,0.9455,0,0,0,0->0,0,0,0,0
117.0662,0.9455,0,0,0,0->0,0,0,0,0
117.0078,0.95,0,0,0,0->0,0,0,0,0
117.0572,0.95,0,0,0,0->0,0,0,0,0
117.0662,0.95,0,0,0,0->0,0,0,0,0
116.9359,0.9545,0,0,0,0->0,0,0,0,0
116.9898,0.9545,0,0,0,0->0,0,0,0,0
117.0123,0.9545,1,0,1,1->0,0,1,0,0
117.0213,0.9545,0,1,1,0->1,1,0,0,0
117.0348,0.9545,0,0,0,0->0,0,0,0,0
116.9584,0.959,0,0,0,0->0,0,0,0,0
116.9764,0.959,0,0,0,0->0,0,0,0,0
117.0887,0.959,0,2,1,0->2,1,0,1,0
116.9404,0.9634,0,0,0,0->0,0,0,0,0
117.0527,0.9634,0,0,0,0->0,0,0,0,0
117.0707,0.9634,0,1,1,0->1,1,0,0,0
116.9809,0.9679,0,0,0,0->0,0,0,0,0
117.0078,0.9679,0,0,0,0->0,0,0,0,0
117.0752,0.9724,0,0,0,0->0,0,0,0,0
116.9629,0.9769,0,0,0,0->0,0,0,0,0
116.9809,0.9769,0,0,0,0->0,0,0,0,0
117.0662,0.9769,0,0,0,0->0,0,0,0,0
116.9449,0.9814,0,0,0,0->0,0,0,0,0
116.9809,0.9814,0,0,0,0->0,0,0,0,0
117.0527,0.9859,1,1,0,1->1,0,0,0,0
117.0662,0.9859,0,1,1,0->1,1,0,0,0
117.0797,0.9859,0,1,1,0->1,1,0,0,0
117.0303,0.9904,1,0,1,1->0,0,1,0,0
117.0393,0.9904,0,1,1,0->1,1,0,0,0
117.0887,0.9904,1,0,1,1->0,0,1,0,0
116.9584,0.9949,0,0,0,0->0,0,0,0,0
117.0168,0.9949,0,0,0,0->0,0,0,0,0
117.0393,0.9949,0,0,0,0->0,0,0,0,0
117.0572,0.9994,0,0,0,0->0,0,0,0,0
117.0617,0.9994,0,1,1,0->1,1,0,0,0
116.9854,1.0039,0,0,0,0->0,0,0,0,0
117.0213,1.0084,0,1,1,0->1,1,0,0,0
116.9898,1.0129,0,0,0,0->0,0,0,0,0
117.0393,1.0129,0,1,1,0->1,1,0,0,0
116.9898,1.0173,0,0,0,0->0,0,0,0,0
117.0033,1.0218,0,0,0,0->0,0,0,0,0
116.9674,1.0263,0,0,0,0->0,0,0,0,0
117.0168,1.0263,0,0,0,0->0,0,0,0,0
116.9584,1.0308,0,0,0,0->0,0,0,0,0
116.9629,1.0308,0,0,0,0->0,0,0,0,0
116.9943,1.0308,0,0,0,0->0,0,0,0,0
116.9854,1.0398,0,0,0,0->0,0,0,0,0
117.0123,1.0398,1,0,1,1->0,0,1,0,0
116.9629,1.0443,0,0,0,0->0,0,0,0,0
117.0123,1.0443,1,0,1,1->0,0,1,0,0
116.9943,1.0488,0,0,0,0->0,0,0,0,0
116.9988,1.0488,0,1,1,0->1,1,0,0,0
116.9584,1.0623,1,0,1,1->0,0,1,0,0
116.9764,1.0623,0,0,0,0->0,0,0,0,0
116.9809,1.0667,0,0,0,0->0,0,0,0,0
116.9898,1.0712,0,0,0,0->0,0,0,0,0
116.9943,1.0712,0,0,0,0->0,0,0,0,0
116.9764,1.0802,0,0,0,0->0,0,0,0,0
116.9719,1.0847,0,1,1,0->1,1,0,0,0
117.0033,1.0892,0,0,0,0->0,0,0,0,0
116.9764,1.0937,0,0,0,0->0,0,0,0,0
117.0842,1.0937,0,0,0,0->0,0,0,0,0
117.0887,1.0937,1,1,0,1->1,0,0,0,0
117.0617,1.1027,0,0,0,0->0,0,0,0,0
117.0033,1.1072,0,0,0,0->0,0,0,0,0
117.0213,1.1072,0,0,0,0->0,0,0,0,0
117.0887,1.1162,0,0,0,0->0,0,0,0,0
116.9809,1.1206,0,0,0,0->0,0,0,0,0
117.0078,1.1206,0,0,0,0->0,0,0,0,0
117.0527,1.1206,1,0,1,1->0,0,1,0,0
117.0752,1.1206,1,1,0,1->1,0,0,0,0
116.9943,1.1251,0,0,0,0->0,0,0,0,0
117.0033,1.1251,0,0,0,0->0,0,0,0,0
117.0168,1.1296,0,0,0,0->0,0,0,0,0
117.0437,1.1296,0,0,0,0->0,0,0,0,0
117.0752,1.1296,1,1,0,1->1,0,0,0,0
116.9943,1.1341,0,0,0,0->0,0,0,0,0
117.0572,1.1341,0,0,0,0->0,0,0,0,0
116.9854,1.1386,0,0,0,0->0,0,0,0,0
116.9943,1.1386,0,0,0,0->0,0,0,0,0
117.0078,1.1386,0,0,0,0->0,0,0,0,0
117.0258,1.1386,0,0,0,0->0,0,0,0,0
117.0393,1.1386,0,0,0,0->0,0,0,0,0
117.0437,1.1386,0,0,0,0->0,0,0,0,0
117.0842,1.1476,0,0,0,0->0,0,0,0,0
117.0437,1.1521,0,0,0,0->0,0,0,0,0
